1	1	15
2	1	20
3	1	22
4	1	12
5	1	28
6	1	3
7	1	9
8	1	27
9	1	2
10	1	14
11	2	26
12	2	24
13	2	22
14	2	1
15	2	20
16	2	27
17	2	21
18	2	3
19	2	13
20	2	19
21	3	6
22	3	15
23	3	5
24	3	28
25	3	24
26	3	21
27	3	31
28	3	12
29	3	2
30	3	19
31	4	18
32	4	17
33	4	29
34	4	1
35	4	28
36	4	15
37	4	31
38	4	22
39	4	10
40	4	21
41	5	3
42	5	24
43	5	27
44	5	18
45	5	26
46	5	9
47	5	12
48	5	10
49	5	16
50	5	22
51	6	28
52	6	13
53	6	4
54	6	21
55	6	23
56	6	14
57	6	3
58	6	24
59	6	5
60	6	25
61	7	13
62	7	6
63	7	3
64	7	30
65	7	1
66	7	8
67	7	21
68	7	11
69	7	10
70	7	31
71	8	2
72	8	20
73	8	5
74	8	29
75	8	26
76	8	23
77	8	30
78	8	25
79	8	12
80	8	1
81	9	12
82	9	27
83	9	26
84	9	16
85	9	21
86	9	25
87	9	11
88	9	19
89	9	29
90	9	2
91	10	28
92	10	9
93	10	22
94	10	20
95	10	29
96	10	30
97	10	6
98	10	4
99	10	24
100	10	27
101	11	13
102	11	19
103	11	2
104	11	17
105	11	20
106	11	24
107	11	22
108	11	30
109	11	23
110	11	7
111	12	21
112	12	31
113	12	8
114	12	19
115	12	14
116	12	29
117	12	15
118	12	16
119	12	22
120	12	27
121	13	27
122	13	24
123	13	23
124	13	22
125	13	20
126	13	17
127	13	21
128	13	25
129	13	4
130	13	15
131	14	20
132	14	15
133	14	28
134	14	23
135	14	22
136	14	6
137	14	26
138	14	21
139	14	7
140	14	31
141	15	29
142	15	18
143	15	11
144	15	26
145	15	13
146	15	27
147	15	14
148	15	21
149	15	3
150	15	28
151	16	5
152	16	20
153	16	26
154	16	27
155	16	22
156	16	19
157	16	4
158	16	9
159	16	15
160	16	25
161	17	2
162	17	21
163	17	28
164	17	20
165	17	27
166	17	9
167	17	14
168	17	1
169	17	8
170	17	3
171	18	12
172	18	24
173	18	17
174	18	27
175	18	22
176	18	31
177	18	10
178	18	3
179	18	25
180	18	20
181	19	30
182	19	24
183	19	27
184	19	22
185	19	7
186	19	2
187	19	26
188	19	31
189	19	11
190	19	12
191	20	15
192	20	18
193	20	3
194	20	2
195	20	11
196	20	12
197	20	8
198	20	25
199	20	13
200	20	26
201	21	10
202	21	20
203	21	26
204	21	1
205	21	2
206	21	15
207	21	19
208	21	12
209	21	30
210	21	9
211	22	25
212	22	14
213	22	7
214	22	19
215	22	15
216	22	9
217	22	31
218	22	13
219	22	2
220	22	26
221	23	2
222	23	18
223	23	10
224	23	28
225	23	24
226	23	1
227	23	27
228	23	29
229	23	4
230	23	15
231	24	12
232	24	30
233	24	5
234	24	20
235	24	23
236	24	29
237	24	26
238	24	21
239	24	6
240	24	22
241	25	22
242	25	5
243	25	24
244	25	3
245	25	8
246	25	7
247	25	6
248	25	11
249	25	13
250	25	12
251	26	9
252	26	3
253	26	14
254	26	12
255	26	16
256	26	27
257	26	15
258	26	1
259	26	7
260	26	24
261	27	14
262	27	25
263	27	29
264	27	6
265	27	20
266	27	4
267	27	2
268	27	9
269	27	7
270	27	5
271	28	6
272	28	20
273	28	30
274	28	8
275	28	11
276	28	31
277	28	16
278	28	7
279	28	12
280	28	13
281	29	18
282	29	22
283	29	21
284	29	14
285	29	28
286	29	13
287	29	26
288	29	17
289	29	6
290	29	27
291	30	5
292	30	9
293	30	7
294	30	18
295	30	16
296	30	14
297	30	15
298	30	29
299	30	21
300	30	27
301	31	26
302	31	24
303	31	1
304	31	17
305	31	23
306	31	22
307	31	21
308	31	14
309	31	9
310	31	13
\.


