1	6	1	2022-04-10 17:46:07.506402
2	27	1	2022-04-10 17:46:07.506409
3	16	1	2022-04-10 17:46:07.506411
4	19	2	2022-04-10 17:46:07.513029
5	14	2	2022-04-10 17:46:07.513035
6	4	3	2022-04-10 17:46:07.517216
7	13	4	2022-04-10 17:46:07.520896
8	27	5	2022-04-10 17:46:07.52451
9	23	5	2022-04-10 17:46:07.524516
10	10	5	2022-04-10 17:46:07.524519
11	27	6	2022-04-10 17:46:07.528345
12	6	7	2022-04-10 17:46:07.532729
13	28	8	2022-04-10 17:46:07.537618
14	14	8	2022-04-10 17:46:07.537624
15	13	9	2022-04-10 17:46:07.541535
16	6	9	2022-04-10 17:46:07.541543
17	16	10	2022-04-10 17:46:07.545465
18	23	10	2022-04-10 17:46:07.54548
19	27	10	2022-04-10 17:46:07.545483
20	14	11	2022-04-10 17:46:07.549376
21	22	11	2022-04-10 17:46:07.549383
22	27	12	2022-04-10 17:46:07.557024
23	10	12	2022-04-10 17:46:07.557032
24	13	13	2022-04-10 17:46:07.565589
25	11	13	2022-04-10 17:46:07.565596
26	31	13	2022-04-10 17:46:07.565598
27	23	14	2022-04-10 17:46:07.572278
28	21	14	2022-04-10 17:46:07.572287
29	20	15	2022-04-10 17:46:07.578027
30	24	15	2022-04-10 17:46:07.578036
31	21	15	2022-04-10 17:46:07.578039
32	13	16	2022-04-10 17:46:07.585278
33	6	17	2022-04-10 17:46:07.590571
34	15	17	2022-04-10 17:46:07.590578
35	29	17	2022-04-10 17:46:07.590581
36	8	21	2022-04-10 17:46:07.605904
37	31	21	2022-04-10 17:46:07.605914
38	11	22	2022-04-10 17:46:07.609924
39	29	22	2022-04-10 17:46:07.60993
40	4	22	2022-04-10 17:46:07.609933
41	28	23	2022-04-10 17:46:07.61394
42	25	23	2022-04-10 17:46:07.613946
43	17	23	2022-04-10 17:46:07.613949
44	22	24	2022-04-10 17:46:07.617792
45	28	25	2022-04-10 17:46:07.621498
46	12	25	2022-04-10 17:46:07.621504
47	27	27	2022-04-10 17:46:07.627997
48	19	27	2022-04-10 17:46:07.628003
49	26	27	2022-04-10 17:46:07.628006
50	8	31	2022-04-10 17:46:07.639991
51	22	31	2022-04-10 17:46:07.639999
52	14	32	2022-04-10 17:46:07.643828
53	17	32	2022-04-10 17:46:07.643843
54	7	32	2022-04-10 17:46:07.643845
55	20	33	2022-04-10 17:46:07.647605
56	12	33	2022-04-10 17:46:07.647612
57	17	34	2022-04-10 17:46:07.651304
58	7	35	2022-04-10 17:46:07.65482
59	26	36	2022-04-10 17:46:07.658578
60	31	36	2022-04-10 17:46:07.658585
61	2	36	2022-04-10 17:46:07.658587
62	20	37	2022-04-10 17:46:07.662479
63	5	37	2022-04-10 17:46:07.662484
64	25	37	2022-04-10 17:46:07.662487
65	14	39	2022-04-10 17:46:07.669308
66	17	40	2022-04-10 17:46:07.672941
67	7	41	2022-04-10 17:46:07.676613
68	12	41	2022-04-10 17:46:07.676619
69	24	42	2022-04-10 17:46:07.680185
70	30	43	2022-04-10 17:46:07.684017
71	15	43	2022-04-10 17:46:07.684024
72	8	44	2022-04-10 17:46:07.687824
73	2	44	2022-04-10 17:46:07.68783
74	13	44	2022-04-10 17:46:07.687833
75	18	45	2022-04-10 17:46:07.692536
76	1	45	2022-04-10 17:46:07.692556
77	2	45	2022-04-10 17:46:07.69256
78	30	47	2022-04-10 17:46:07.700219
79	6	47	2022-04-10 17:46:07.700227
